Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Cluster,DBSCAN_Cluster
1,3,815.77,5,3,3,533,Potential Loyalist,0,0
92,8,1302.3,3,4,4,344,Regular Customers,0,0
452,2,216.95000000000002,1,2,1,121,At Risk,1,0
149,6,1830.54,3,4,4,344,Regular Customers,0,0
492,2,170.88,1,2,1,121,At Risk,1,0
376,1,257.06,2,1,1,211,At Risk,1,0
189,2,659.84,3,2,3,323,Regular Customers,0,0
31,4,975.87,4,3,3,433,Potential Loyalist,0,0
34,4,1046.74,4,3,3,433,Potential Loyalist,0,0
264,1,267.18,2,1,1,211,At Risk,1,0
721,1,131.25,1,1,1,111,At Risk,1,0
84,10,4685.72,3,5,5,355,Regular Customers,0,0
26,4,1348.93,4,3,4,434,Potential Loyalist,0,0
171,1,190.53,3,1,1,311,Regular Customers,0,0
692,5,6798.72,1,4,5,145,At Risk,1,0
10,3,774.9000000000001,5,3,3,533,Potential Loyalist,0,0
313,1,559.61,2,1,2,212,At Risk,1,0
65,7,4572.82,3,4,5,345,Regular Customers,0,0
85,1,508.8,3,1,2,312,Regular Customers,0,0
425,2,449.42,1,2,2,122,At Risk,1,0
25,1,135.86,4,1,1,411,Potential Loyalist,0,0
434,6,743.0,1,4,3,143,At Risk,1,0
59,10,3805.34,4,5,5,455,Loyal Customers,0,0
323,7,1619.97,2,4,4,244,At Risk,1,0
38,3,266.89,4,3,1,431,Potential Loyalist,0,0
254,3,597.78,2,3,2,232,At Risk,0,0
400,4,1941.1200000000001,2,3,4,234,At Risk,1,0
19,9,2156.35,5,5,4,554,Loyal Customers,0,0
33,3,1430.54,4,3,4,434,Potential Loyalist,0,0
15,4,762.75,5,3,3,533,Potential Loyalist,0,0
27,2,397.35,4,2,2,422,Potential Loyalist,0,0
468,2,954.75,1,2,3,123,At Risk,1,0
503,1,153.24,1,1,1,111,At Risk,1,0
23,2,320.76,4,2,2,422,Potential Loyalist,0,0
214,2,533.3,2,2,2,222,At Risk,0,0
8,11,2567.06,5,5,4,554,Loyal Customers,0,0
22,1,149.29,4,1,1,411,Potential Loyalist,0,0
12,3,1067.75,5,3,3,533,Potential Loyalist,0,0
262,2,393.45,2,2,2,222,At Risk,1,0
131,1,156.57999999999998,3,1,1,311,Regular Customers,0,0
405,4,1269.05,2,3,4,234,At Risk,1,0
55,3,383.68,4,3,2,432,Potential Loyalist,0,0
396,3,1254.21,2,3,4,234,At Risk,1,0
249,1,594.0,2,1,2,212,At Risk,0,0
2,14,5114.23,5,5,5,555,Champions,0,0
9,2,1411.21,5,2,4,524,Potential Loyalist,0,0
264,2,284.5,2,2,1,221,At Risk,1,0
377,3,399.75,2,3,2,232,At Risk,1,0
331,5,492.88,2,4,2,242,At Risk,1,0
313,2,788.81,2,2,3,223,At Risk,1,0
26,3,974.52,4,3,3,433,Potential Loyalist,0,0
30,1,429.84,4,1,2,412,Potential Loyalist,0,0
434,2,226.86,1,2,1,121,At Risk,1,0
30,6,1785.1100000000001,4,4,4,444,Loyal Customers,0,0
2,7,1371.77,5,4,4,544,Loyal Customers,0,0
362,2,305.99,2,2,2,222,At Risk,1,0
598,1,38.25,1,1,1,111,At Risk,1,0
283,10,2091.52,2,5,4,254,At Risk,1,0
262,1,237.07,2,1,1,211,At Risk,1,0
25,2,370.43999999999994,4,2,2,422,Potential Loyalist,0,0
417,2,202.82999999999998,1,2,1,121,At Risk,1,0
354,1,214.26,2,1,1,211,At Risk,1,0
461,2,429.7,1,2,2,122,At Risk,1,0
94,4,737.05,3,3,3,333,Regular Customers,0,0
29,1,126.14,4,1,1,411,Potential Loyalist,0,0
338,1,1044.65,2,1,3,213,At Risk,1,0
20,32,12100.4,4,5,5,455,Loyal Customers,0,0
85,4,1560.46,3,3,4,334,Regular Customers,0,0
9,3,524.88,5,3,2,532,Potential Loyalist,0,0
51,3,1430.48,4,3,4,434,Potential Loyalist,0,0
50,3,874.25,4,3,3,433,Potential Loyalist,0,0
576,1,63.419999999999995,1,1,1,111,At Risk,1,0
2,3,1292.01,5,3,4,534,Potential Loyalist,0,0
113,1,371.56,3,1,2,312,Regular Customers,0,0
14,8,2046.0,5,4,4,544,Loyal Customers,0,0
596,1,150.35,1,1,1,111,At Risk,1,0
77,1,454.10999999999996,3,1,2,312,Regular Customers,0,0
380,4,2209.98,2,3,4,234,At Risk,1,0
650,1,368.4,1,1,2,112,At Risk,1,0
40,3,1983.48,4,3,4,434,Potential Loyalist,0,0
733,1,147.4,1,1,1,111,At Risk,1,0
116,5,6279.0,3,4,5,345,Regular Customers,0,0
401,1,1993.34,2,1,4,214,At Risk,1,0
16,19,14417.36,5,5,5,555,Champions,0,0
161,10,817.8199999999999,3,5,3,353,Regular Customers,0,0
1,6,4652.1,5,4,5,545,Loyal Customers,0,0
30,7,4810.92,4,4,5,445,Loyal Customers,0,0
527,1,102.0,1,1,1,111,At Risk,1,0
680,1,231.32,1,1,1,111,At Risk,1,0
93,5,431.92,3,4,2,342,Regular Customers,0,0
23,8,2419.61,4,4,4,444,Loyal Customers,0,0
430,1,210.85,1,1,1,111,At Risk,1,0
95,6,3100.09,3,4,5,345,Regular Customers,0,0
28,2,659.4599999999999,4,2,3,423,Potential Loyalist,0,0
33,9,4121.68,4,5,5,455,Loyal Customers,0,0
21,5,3702.6,4,4,5,445,Loyal Customers,0,0
379,1,246.5,2,1,1,211,At Risk,1,0
631,1,146.14000000000001,1,1,1,111,At Risk,1,0
18,9,8657.39,5,5,5,555,Champions,0,0
3,44,24972.86,5,5,5,555,Champions,0,0
724,1,158.65,1,1,1,111,At Risk,1,0
8,4,1131.56,5,3,3,533,Potential Loyalist,0,0
405,2,399.95,2,2,2,222,At Risk,1,0
16,14,13003.869999999999,5,5,5,555,Champions,0,0
363,2,257.3,2,2,1,221,At Risk,1,0
81,4,402.7,3,3,2,332,Regular Customers,0,0
53,5,3610.96,4,4,5,445,Loyal Customers,0,0
23,6,2030.33,4,4,4,444,Loyal Customers,0,0
172,1,475.86,3,1,2,312,Regular Customers,0,0
189,6,1000.27,3,4,3,343,Regular Customers,0,0
380,1,152.41,2,1,1,211,At Risk,1,0
331,1,250.0,2,1,1,211,At Risk,1,0
12,5,900.53,5,4,3,543,Loyal Customers,0,0
156,4,331.58,3,3,2,332,Regular Customers,0,0
33,35,26437.05,4,5,5,455,Loyal Customers,0,0
12,18,6392.06,5,5,5,555,Champions,0,0
387,1,171.81,2,1,1,211,At Risk,1,0
45,3,62.43,4,3,1,431,Potential Loyalist,0,0
233,1,267.03,2,1,1,211,At Risk,0,0
64,15,4189.99,3,5,5,355,Regular Customers,0,0
383,2,344.61,2,2,2,222,At Risk,1,0
2,1,343.5,5,1,2,512,Potential Loyalist,0,0
40,16,7098.24,4,5,5,455,Loyal Customers,0,0
33,2,397.99,4,2,2,422,Potential Loyalist,0,0
84,16,17259.19,3,5,5,355,Regular Customers,0,0
25,2,591.4,4,2,2,422,Potential Loyalist,0,0
2,4,890.22,5,3,3,533,Potential Loyalist,0,0
33,2,148.44,4,2,1,421,Potential Loyalist,0,0
19,23,5554.89,5,5,5,555,Champions,0,0
254,1,229.33,2,1,1,211,At Risk,1,0
23,12,4783.66,4,5,5,455,Loyal Customers,0,0
22,5,1808.68,4,4,4,444,Loyal Customers,0,0
8,2,1972.39,5,2,4,524,Potential Loyalist,0,0
25,10,3738.85,4,5,5,455,Loyal Customers,0,0
19,3,807.57,5,3,3,533,Potential Loyalist,0,0
726,1,162.25,1,1,1,111,At Risk,1,0
173,6,1044.3700000000001,3,4,3,343,Regular Customers,0,0
409,1,259.09,2,1,1,211,At Risk,1,0
163,1,110.92,3,1,1,311,Regular Customers,0,0
538,6,3358.3999999999996,1,4,5,145,At Risk,1,0
7,1,538.46,5,1,2,512,Potential Loyalist,0,0
11,2,460.68,5,2,2,522,Potential Loyalist,0,0
114,1,85.13000000000001,3,1,1,311,Regular Customers,0,0
512,3,855.71,1,3,3,133,At Risk,1,0
288,2,242.26,2,2,1,221,At Risk,1,0
9,20,7807.89,5,5,5,555,Champions,0,0
54,2,288.96999999999997,4,2,2,422,Potential Loyalist,0,0
607,2,1079.1000000000001,1,2,3,123,At Risk,1,0
7,26,10057.05,5,5,5,555,Champions,0,0
596,1,158.09,1,1,1,111,At Risk,1,0
77,8,2334.16,3,4,4,344,Regular Customers,0,0
4,12,2211.05,5,5,4,554,Loyal Customers,0,0
37,7,1679.81,4,4,4,444,Loyal Customers,0,0
217,2,252.52,2,2,1,221,At Risk,0,0
60,1,428.93,3,1,2,312,Regular Customers,0,0
278,1,217.2,2,1,1,211,At Risk,1,0
12,36,11243.91,5,5,5,555,Champions,0,0
24,1,279.77,4,1,1,411,Potential Loyalist,0,0
29,1,468.91,4,1,2,412,Potential Loyalist,0,0
639,1,202.68,1,1,1,111,At Risk,1,0
568,1,1109.4,1,1,3,113,At Risk,1,0
398,2,153.52,2,2,1,221,At Risk,1,0
12,8,1934.3899999999999,5,4,4,544,Loyal Customers,0,0
352,3,671.4300000000001,2,3,3,233,At Risk,1,0
22,7,2859.46,4,4,4,444,Loyal Customers,0,0
463,2,70.74000000000001,1,2,1,121,At Risk,1,0
50,2,173.16,4,2,1,421,Potential Loyalist,0,0
393,2,227.87,2,2,1,221,At Risk,1,0
19,1,186.01,5,1,1,511,Potential Loyalist,0,0
3,3,758.29,5,3,3,533,Potential Loyalist,0,0
104,10,3583.45,3,5,5,355,Regular Customers,0,0
7,25,8736.49,5,5,5,555,Champions,0,0
12,14,3892.35,5,5,5,555,Champions,0,0
5,10,3965.2,5,5,5,555,Champions,0,0
32,5,1188.42,4,4,3,443,Loyal Customers,0,0
178,6,1101.44,3,4,3,343,Regular Customers,0,0
620,1,30.1,1,1,1,111,At Risk,1,0
38,1,921.37,4,1,3,413,Potential Loyalist,0,0
151,5,396.03000000000003,3,4,2,342,Regular Customers,0,0
162,1,127.1,3,1,1,311,Regular Customers,0,0
69,5,1250.63,3,4,4,344,Regular Customers,0,0
377,8,1375.39,2,4,4,244,At Risk,1,0
121,38,7480.4,3,5,5,355,Regular Customers,0,0
25,3,682.9100000000001,4,3,3,433,Potential Loyalist,0,0
376,1,95.96,2,1,1,211,At Risk,1,0
24,6,1268.2,4,4,4,444,Loyal Customers,0,0
177,1,455.3,3,1,2,312,Regular Customers,0,0
593,3,1139.1,1,3,3,133,At Risk,1,0
50,7,1522.0800000000002,4,4,4,444,Loyal Customers,0,0
678,1,579.6,1,1,2,112,At Risk,1,0
256,3,478.53000000000003,2,3,2,232,At Risk,0,0
382,5,1496.6,2,4,4,244,At Risk,1,0
583,3,217.9,1,3,1,131,At Risk,1,0
47,1,388.58,4,1,2,412,Potential Loyalist,0,0
71,1,199.8,3,1,1,311,Regular Customers,0,0
16,5,1771.78,5,4,4,544,Loyal Customers,0,0
488,1,357.6,1,1,2,112,At Risk,1,0
101,9,2727.72,3,5,4,354,Regular Customers,0,0
35,2,563.37,4,2,2,422,Potential Loyalist,0,0
53,2,548.02,4,2,2,422,Potential Loyalist,0,0
27,3,1250.06,4,3,4,434,Potential Loyalist,0,0
428,4,1199.31,1,3,3,133,At Risk,1,0
11,30,14191.74,5,5,5,555,Champions,0,0
8,16,3137.96,5,5,5,555,Champions,0,0
79,2,88.48,3,2,1,321,Regular Customers,0,0
52,1,216.39,4,1,1,411,Potential Loyalist,0,0
36,9,1741.95,4,5,4,454,Loyal Customers,0,0
61,17,5230.99,3,5,5,355,Regular Customers,0,0
337,9,1708.97,2,5,4,254,At Risk,1,0
28,5,1785.98,4,4,4,444,Loyal Customers,0,0
184,1,298.48,3,1,2,312,Regular Customers,0,0
52,1,112.46000000000001,4,1,1,411,Potential Loyalist,0,0
10,26,2997.28,5,5,5,555,Champions,0,0
36,2,195.15,4,2,1,421,Potential Loyalist,0,0
610,1,433.71999999999997,1,1,2,112,At Risk,1,0
438,4,3147.36,1,3,5,135,At Risk,1,0
10,47,21373.97,5,5,5,555,Champions,0,0
438,1,317.11,1,1,2,112,At Risk,1,0
396,3,828.5500000000001,2,3,3,233,At Risk,1,0
33,4,776.851,4,3,3,433,Potential Loyalist,0,0
11,1,336.40000000000003,5,1,2,512,Potential Loyalist,0,0
57,4,1942.36,4,3,4,434,Potential Loyalist,0,0
4,4,1293.03,5,3,4,534,Potential Loyalist,0,0
43,17,7852.61,4,5,5,455,Loyal Customers,0,0
141,8,2437.05,3,4,4,344,Regular Customers,0,0
117,4,588.13,3,3,2,332,Regular Customers,0,0
104,9,3236.4,3,5,5,355,Regular Customers,0,0
75,3,1067.52,3,3,3,333,Regular Customers,0,0
457,2,566.9,1,2,2,122,At Risk,1,0
5,17,5333.08,5,5,5,555,Champions,0,0
450,4,2240.9,1,3,4,134,At Risk,1,0
45,3,1481.4,4,3,4,434,Potential Loyalist,0,0
642,1,596.67,1,1,2,112,At Risk,1,0
16,8,3285.31,5,4,5,545,Loyal Customers,0,0
509,13,4335.96,1,5,5,155,At Risk,1,0
17,2,554.65,5,2,2,522,Potential Loyalist,0,0
396,1,100.35,2,1,1,211,At Risk,1,0
90,4,1444.58,3,3,4,334,Regular Customers,0,0
53,5,797.59,4,4,3,443,Loyal Customers,0,0
379,6,2265.2,2,4,4,244,At Risk,1,0
134,3,1065.08,3,3,3,333,Regular Customers,0,0
4,29,23494.31,5,5,5,555,Champions,0,0
105,12,5345.55,3,5,5,355,Regular Customers,0,0
730,1,105.78000000000002,1,1,1,111,At Risk,1,0
192,3,664.0,2,3,3,233,At Risk,0,0
166,4,803.54,3,3,3,333,Regular Customers,0,0
19,3,1055.17,5,3,3,533,Potential Loyalist,0,0
158,5,784.8100000000001,3,4,3,343,Regular Customers,0,0
415,1,169.0,1,1,1,111,At Risk,1,0
204,2,639.5,2,2,3,223,At Risk,0,0
336,4,1660.35,2,3,4,234,At Risk,1,0
522,2,553.88,1,2,2,122,At Risk,1,0
37,5,1259.06,4,4,4,444,Loyal Customers,0,0
91,5,1405.94,3,4,4,344,Regular Customers,0,0
93,2,877.4399999999999,3,2,3,323,Regular Customers,0,0
9,2,922.53,5,2,3,523,Potential Loyalist,0,0
243,1,560.67,2,1,2,212,At Risk,0,0
45,4,748.5,4,3,3,433,Potential Loyalist,0,0
23,1,30.0,4,1,1,411,Potential Loyalist,0,0
190,8,2117.27,2,4,4,244,At Risk,0,0
44,3,532.49,4,3,2,432,Potential Loyalist,0,0
25,15,2603.69,4,5,4,454,Loyal Customers,0,0
317,8,1215.95,2,4,3,243,At Risk,1,0
661,2,283.73,1,2,1,121,At Risk,1,0
106,1,138.14,3,1,1,311,Regular Customers,0,0
51,4,1254.03,4,3,4,434,Potential Loyalist,0,0
168,5,3987.07,3,4,5,345,Regular Customers,0,0
472,2,632.9399999999999,1,2,3,123,At Risk,1,0
40,1,301.32,4,1,2,412,Potential Loyalist,0,0
218,1,76.32000000000001,2,1,1,211,At Risk,0,0
40,4,684.34,4,3,3,433,Potential Loyalist,0,0
297,2,325.2,2,2,2,222,At Risk,1,0
19,7,2657.13,5,4,4,544,Loyal Customers,0,0
725,1,45.300000000000004,1,1,1,111,At Risk,1,0
88,9,6204.32,3,5,5,355,Regular Customers,0,0
73,13,6948.2300000000005,3,5,5,355,Regular Customers,0,0
81,4,542.04,3,3,2,332,Regular Customers,0,0
19,3,3435.76,5,3,5,535,Potential Loyalist,0,0
49,3,1305.63,4,3,4,434,Potential Loyalist,0,0
53,3,1825.94,4,3,4,434,Potential Loyalist,0,0
24,4,781.28,4,3,3,433,Potential Loyalist,0,0
9,10,4028.69,5,5,5,555,Champions,0,0
25,14,2989.7,4,5,5,455,Loyal Customers,0,0
599,2,318.24,1,2,2,122,At Risk,1,0
117,2,524.54,3,2,2,322,Regular Customers,0,0
547,3,173.95,1,3,1,131,At Risk,1,0
450,1,55.980000000000004,1,1,1,111,At Risk,1,0
420,1,90.0,1,1,1,111,At Risk,1,0
9,9,2993.1,5,5,5,555,Champions,0,0
419,1,190.57,1,1,1,111,At Risk,1,0
120,3,521.03,3,3,2,332,Regular Customers,0,0
4,2,239.76,5,2,1,521,Potential Loyalist,0,0
252,4,571.3,2,3,2,232,At Risk,0,0
28,1,191.04,4,1,1,411,Potential Loyalist,0,0
659,1,37.5,1,1,1,111,At Risk,1,0
1,24,9978.48,5,5,5,555,Champions,0,0
267,4,1131.04,2,3,3,233,At Risk,1,0
33,13,3881.2200000000003,4,5,5,455,Loyal Customers,0,0
690,1,246.75,1,1,1,111,At Risk,1,0
624,1,46.2,1,1,1,111,At Risk,1,0
18,1,309.65,5,1,2,512,Potential Loyalist,0,0
172,2,696.68,3,2,3,323,Regular Customers,0,0
2,4,1529.0,5,3,4,534,Potential Loyalist,0,0
476,2,140.39000000000001,1,2,1,121,At Risk,1,0
265,1,211.5,2,1,1,211,At Risk,1,0
140,6,3734.6600000000003,3,4,5,345,Regular Customers,0,0
201,1,143.1,2,1,1,211,At Risk,0,0
64,4,1060.56,3,3,3,333,Regular Customers,0,0
35,4,916.98,4,3,3,433,Potential Loyalist,0,0
41,9,3887.15,4,5,5,455,Loyal Customers,0,0
284,2,327.85,2,2,2,222,At Risk,1,0
417,1,898.87,1,1,3,113,At Risk,1,0
557,2,420.25,1,2,2,122,At Risk,1,0
9,12,3472.4100000000003,5,5,5,555,Champions,0,0
143,4,839.64,3,3,3,333,Regular Customers,0,0
12,5,783.96,5,4,3,543,Loyal Customers,0,0
556,5,658.02,1,4,3,143,At Risk,1,0
146,11,2485.26,3,5,4,354,Regular Customers,0,0
234,5,607.0,2,4,2,242,At Risk,0,0
540,1,293.79,1,1,2,112,At Risk,1,0
33,31,10195.97,4,5,5,455,Loyal Customers,0,0
24,2,739.22,4,2,3,423,Potential Loyalist,0,0
12,1,471.40000000000003,5,1,2,512,Potential Loyalist,0,0
36,11,5234.0,4,5,5,455,Loyal Customers,0,0
365,4,930.7,2,3,3,233,At Risk,1,0
201,3,310.85,2,3,2,232,At Risk,0,0
15,1,415.25,5,1,2,512,Potential Loyalist,0,0
390,1,321.91,2,1,2,212,At Risk,1,0
17,15,9371.71,5,5,5,555,Champions,0,0
380,2,544.6,2,2,2,222,At Risk,1,0
213,3,192.55,2,3,1,231,At Risk,0,0
66,5,1726.58,3,4,4,344,Regular Customers,0,0
554,1,125.3,1,1,1,111,At Risk,1,0
212,10,1543.97,2,5,4,254,At Risk,0,0
283,1,162.3,2,1,1,211,At Risk,1,0
115,4,2263.3,3,3,4,334,Regular Customers,0,0
421,1,327.68,1,1,2,112,At Risk,1,0
435,2,1767.12,1,2,4,124,At Risk,1,0
15,8,1188.1200000000001,5,4,3,543,Loyal Customers,0,0
19,41,13043.32,5,5,5,555,Champions,0,0
66,1,449.12,3,1,2,312,Regular Customers,0,0
49,1,154.88,4,1,1,411,Potential Loyalist,0,0
458,2,208.62,1,2,1,121,At Risk,1,0
619,1,156.87,1,1,1,111,At Risk,1,0
16,4,775.96,5,3,3,533,Potential Loyalist,0,0
78,1,34.8,3,1,1,311,Regular Customers,0,0
19,4,1094.59,5,3,3,533,Potential Loyalist,0,0
134,1,196.88,3,1,1,311,Regular Customers,0,0
13,9,2499.81,5,5,4,554,Loyal Customers,0,0
40,3,609.8100000000001,4,3,3,433,Potential Loyalist,0,0
235,3,44534.3,2,3,5,235,At Risk,0,-1
3,18,6452.991,5,5,5,555,Champions,0,0
461,11,1380.44,1,5,4,154,At Risk,1,0
40,9,3924.91,4,5,5,455,Loyal Customers,0,0
305,1,79.2,2,1,1,211,At Risk,1,0
51,9,3037.61,4,5,5,455,Loyal Customers,0,0
10,17,5993.12,5,5,5,555,Champions,0,0
61,4,528.01,3,3,2,332,Regular Customers,0,0
66,6,2940.36,3,4,5,345,Regular Customers,0,0
25,1,205.25,4,1,1,411,Potential Loyalist,0,0
218,7,830.9300000000001,2,4,3,243,At Risk,0,0
631,2,13916.34,1,2,5,125,At Risk,1,0
443,1,143.05,1,1,1,111,At Risk,1,0
65,2,583.75,3,2,2,322,Regular Customers,0,0
32,2,1086.92,4,2,3,423,Potential Loyalist,0,0
88,8,4503.08,3,4,5,345,Regular Customers,0,0
667,1,370.63,1,1,2,112,At Risk,1,0
64,3,831.06,3,3,3,333,Regular Customers,0,0
116,34,15308.89,3,5,5,355,Regular Customers,0,0
7,46,88612.52,5,5,5,555,Champions,3,-1
613,1,321.45,1,1,2,112,At Risk,1,0
604,3,1006.54,1,3,3,133,At Risk,1,0
418,1,280.88,1,1,1,111,At Risk,1,0
6,2,774.52,5,2,3,523,Potential Loyalist,0,0
69,6,1288.34,3,4,4,344,Regular Customers,0,0
245,2,150.5,2,2,1,221,At Risk,0,0
133,1,241.62,3,1,1,311,Regular Customers,0,0
241,7,1762.61,2,4,4,244,At Risk,0,0
431,1,307.95,1,1,2,112,At Risk,1,0
463,2,124.08000000000001,1,2,1,121,At Risk,1,0
184,3,475.28000000000003,3,3,2,332,Regular Customers,0,0
25,3,345.46,4,3,2,432,Potential Loyalist,0,0
10,4,4014.1,5,3,5,535,Potential Loyalist,0,0
11,1,246.3,5,1,1,511,Potential Loyalist,0,0
468,2,848.3299999999999,1,2,3,123,At Risk,1,0
33,16,5969.93,4,5,5,455,Loyal Customers,0,0
46,5,8501.62,4,4,5,445,Loyal Customers,0,0
26,3,933.26,4,3,3,433,Potential Loyalist,0,0
509,1,221.82999999999998,1,1,1,111,At Risk,1,0
358,6,1962.01,2,4,4,244,At Risk,1,0
10,1,218.75,5,1,1,511,Potential Loyalist,0,0
44,5,3608.34,4,4,5,445,Loyal Customers,0,0
400,2,933.84,2,2,3,223,At Risk,1,0
15,8,2399.57,5,4,4,544,Loyal Customers,0,0
736,2,777.0,1,2,3,123,At Risk,1,0
150,8,1979.8700000000001,3,4,4,344,Regular Customers,0,0
1,17,5171.63,5,5,5,555,Champions,0,0
113,6,2821.08,3,4,4,344,Regular Customers,0,0
493,3,1535.37,1,3,4,134,At Risk,1,0
76,4,1421.34,3,3,4,334,Regular Customers,0,0
107,7,1227.07,3,4,4,344,Regular Customers,0,0
46,3,1063.95,4,3,3,433,Potential Loyalist,0,0
143,1,451.42,3,1,2,312,Regular Customers,0,0
51,4,1929.66,4,3,4,434,Potential Loyalist,0,0
1,13,4206.39,5,5,5,555,Champions,0,0
23,30,10148.93,4,5,5,455,Loyal Customers,0,0
46,3,784.58,4,3,3,433,Potential Loyalist,0,0
50,5,1817.52,4,4,4,444,Loyal Customers,0,0
306,21,17180.25,2,5,5,255,At Risk,0,0
36,7,1274.44,4,4,4,444,Loyal Customers,0,0
79,8,2999.04,3,4,5,345,Regular Customers,0,0
22,7,3486.15,4,4,5,445,Loyal Customers,0,0
107,12,5201.47,3,5,5,355,Regular Customers,0,0
208,2,1303.9099999999999,2,2,4,224,At Risk,0,0
17,6,2634.44,5,4,4,544,Loyal Customers,0,0
64,5,2100.6,3,4,4,344,Regular Customers,0,0
542,2,144.14999999999998,1,2,1,121,At Risk,1,0
421,3,2766.4,1,3,4,134,At Risk,1,0
588,1,340.5,1,1,2,112,At Risk,1,0
49,10,3934.79,4,5,5,455,Loyal Customers,0,0
320,1,206.98,2,1,1,211,At Risk,1,0
44,2,570.96,4,2,2,422,Potential Loyalist,0,0
3,6,1840.06,5,4,4,544,Loyal Customers,0,0
372,3,3882.17,2,3,5,235,At Risk,1,0
453,2,890.94,1,2,3,123,At Risk,1,0
172,1,532.94,3,1,2,312,Regular Customers,0,0
56,4,2598.28,4,3,4,434,Potential Loyalist,0,0
73,28,3603.14,3,5,5,355,Regular Customers,0,0
375,1,1108.82,2,1,3,213,At Risk,1,0
99,2,636.14,3,2,3,323,Regular Customers,0,0
38,1,576.0,4,1,2,412,Potential Loyalist,0,0
58,3,794.64,4,3,3,433,Potential Loyalist,0,0
254,1,836.79,2,1,3,213,At Risk,1,0
738,1,80.4,1,1,1,111,At Risk,1,0
70,7,3764.39,3,4,5,345,Regular Customers,0,0
44,4,954.09,4,3,3,433,Potential Loyalist,0,0
50,1,137.37,4,1,1,411,Potential Loyalist,0,0
65,2,777.01,3,2,3,323,Regular Customers,0,0
11,34,73205.5,5,5,5,555,Champions,3,-1
33,3,1048.49,4,3,3,433,Potential Loyalist,0,0
59,2,355.56,4,2,2,422,Potential Loyalist,0,0
73,9,2742.41,3,5,4,354,Regular Customers,0,0
393,2,548.8,2,2,2,222,At Risk,1,0
304,1,118.95000000000002,2,1,1,211,At Risk,1,0
46,1,130.73999999999998,4,1,1,411,Potential Loyalist,0,0
18,11,4426.28,5,5,5,555,Champions,0,0
385,1,107.01,2,1,1,211,At Risk,1,0
38,5,822.57,4,4,3,443,Loyal Customers,0,0
622,1,137.99,1,1,1,111,At Risk,1,0
19,6,1006.75,5,4,3,543,Loyal Customers,0,0
527,1,109.73,1,1,1,111,At Risk,1,0
187,3,257.26,3,3,1,331,Regular Customers,0,0
52,1,110.8,4,1,1,411,Potential Loyalist,0,0
4,21,5578.28,5,5,5,555,Champions,0,0
137,6,1052.72,3,4,3,343,Regular Customers,0,0
4,52,32275.95,5,5,5,555,Champions,0,0
19,2,570.48,5,2,2,522,Potential Loyalist,0,0
16,13,3552.41,5,5,5,555,Champions,0,0
432,1,438.46,1,1,2,112,At Risk,1,0
41,17,2361.3,4,5,4,454,Loyal Customers,0,0
12,12,4369.2,5,5,5,555,Champions,0,0
8,13,2512.29,5,5,4,554,Loyal Customers,0,0
26,5,355.1,4,4,2,442,Loyal Customers,0,0
22,7,2180.76,4,4,4,444,Loyal Customers,0,0
41,5,2241.42,4,4,4,444,Loyal Customers,0,0
101,1,211.89,3,1,1,311,Regular Customers,0,0
5,31,8923.3,5,5,5,555,Champions,0,0
583,1,94.53,1,1,1,111,At Risk,1,0
277,3,321.11,2,3,2,232,At Risk,1,0
33,4,857.46,4,3,3,433,Potential Loyalist,0,0
437,1,33.099999999999994,1,1,1,111,At Risk,1,0
15,4,729.25,5,3,3,533,Potential Loyalist,0,0
500,4,313.91999999999996,1,3,2,132,At Risk,1,0
64,21,11284.76,3,5,5,355,Regular Customers,0,0
646,1,108.52,1,1,1,111,At Risk,1,0
409,2,1449.1399999999999,2,2,4,224,At Risk,1,0
2,2,490.33,5,2,2,522,Potential Loyalist,0,0
562,2,330.77,1,2,2,122,At Risk,1,0
404,4,1137.8,2,3,3,233,At Risk,1,0
369,1,329.03000000000003,2,1,2,212,At Risk,1,0
312,5,501.39000000000004,2,4,2,242,At Risk,1,0
199,8,1124.66,2,4,3,243,At Risk,0,0
2,2,396.48,5,2,2,522,Potential Loyalist,0,0
432,2,244.60000000000002,1,2,1,121,At Risk,1,0
93,15,1951.82,3,5,4,354,Regular Customers,0,0
60,4,1052.8700000000001,3,3,3,333,Regular Customers,0,0
407,3,1027.15,2,3,3,233,At Risk,1,0
81,3,429.16,3,3,2,332,Regular Customers,0,0
157,8,1427.6,3,4,4,344,Regular Customers,0,0
395,5,535.65,2,4,2,242,At Risk,1,0
227,1,511.68,2,1,2,212,At Risk,0,0
669,1,128.2,1,1,1,111,At Risk,1,0
482,1,305.28000000000003,1,1,2,112,At Risk,1,0
253,2,258.25,2,2,1,221,At Risk,0,0
150,1,179.17,3,1,1,311,Regular Customers,0,0
194,2,208.59,2,2,1,221,At Risk,0,0
1,25,4996.45,5,5,5,555,Champions,0,0
369,1,56.25,2,1,1,211,At Risk,1,0
24,4,886.5699999999999,4,3,3,433,Potential Loyalist,0,0
17,7,687.72,5,4,3,543,Loyal Customers,0,0
380,1,145.01,2,1,1,211,At Risk,1,0
10,12,8939.84,5,5,5,555,Champions,0,0
8,1,164.68,5,1,1,511,Potential Loyalist,0,0
543,1,114.69,1,1,1,111,At Risk,1,0
20,10,2530.19,4,5,4,454,Loyal Customers,0,0
4,3,882.72,5,3,3,533,Potential Loyalist,0,0
